task_id,dataset_id,dataset_path,title,task_type,resolved_task_type,status,error_type,pass_rate,pass_at_final,attempt_count,strategy_used,fallback_path,stagnation_events,start_time,end_time,duration_seconds,tests_provided,tests_source,tests_path,router_rationale,router_heuristics,solver_used,solver_name,verifier_type,verifier_name,verifier_score,used_synthesized_tests,self_check_only,self_check_pass_rate,self_check_passed,memory_hint_count,memory_hints_retrieved,artifact_path,unit_test_report_path,deliverable_path,patch_path,repo_log_path,rubric_path,failure_signature,failing_tests,last_error,llm_calls_used,timed_out,timeout_reason,unit_test_success,deliverable_success
37515489-2139-4996-9fe6-4ed09ce637be,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,test chlng,non_actionable,architecture_doc,completed_architecture_doc,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:20.851568,2026-02-24T13:02:20.854751,0.003183,False,,,Insufficient details to act on,missing_statement,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,100.0,False,False,0.0,False,2,2,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/37515489-2139-4996-9fe6-4ed09ce637be.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/37515489-2139-4996-9fe6-4ed09ce637be_architecture_doc.json,,,,0.0,False,,False,True
e8231040-e63f-40c4-980c-eb815062aeec,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Online Review - Logged out user is not shown as logged out in the uni nav on the List Project page,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:21.053191,2026-02-24T13:02:21.057744,0.004553,False,,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/e8231040-e63f-40c4-980c-eb815062aeec_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/e8231040-e63f-40c4-980c-eb815062aeec_data_etl.json,,,,0.0,False,,False,True
92515220-cce4-4bfb-9def-a941e03e148a,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - Apply universal navigation to account settings page,api_backend,api_backend,failed_patch,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T13:02:21.257604,2026-02-24T13:02:21.262218,0.004614,False,,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/92515220-cce4-4bfb-9def-a941e03e148a_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/patches/92515220-cce4-4bfb-9def-a941e03e148a.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/repo_logs/92515220-cce4-4bfb-9def-a941e03e148a.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/92515220-cce4-4bfb-9def-a941e03e148a_repo_patch.json,,,,0.0,False,,False,False
5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder O/R F2F - How to check the payment sent status,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:21.462389,2026-02-24T13:02:21.465507,0.003118,False,,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/5bdc4e5f-4ea0-402e-ab20-f6cfd1a49a72_data_etl.json,,,,0.0,False,,False,True
0c406e64-e1db-422b-ac9a-cdcf7523320f,challenge_data_challengeData_2025-06-01_2025-10-08_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2025-06-01_2025-10-08/page1.json,Topcoder Admin App - Consolidate Skills Manager,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:21.667374,2026-02-24T13:02:21.669982,0.002608,False,,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/0c406e64-e1db-422b-ac9a-cdcf7523320f_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/0c406e64-e1db-422b-ac9a-cdcf7523320f_data_etl.json,,,,0.0,False,,False,True
30377279,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,Test challenge 26_06,non_actionable,architecture_doc,completed_architecture_doc,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:21.872434,2026-02-24T13:02:21.876323,0.003889,False,,,Insufficient details to act on,missing_statement,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/30377279.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/30377279_architecture_doc.json,,,,0.0,False,,False,True
305e0763-dd63-4883-9133-55504503953d,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Hard | Topcoder Skill Builder Competition | ReactJS  | Annotations,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:22.074303,2026-02-24T13:02:22.080144,0.005841,False,,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/305e0763-dd63-4883-9133-55504503953d_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/305e0763-dd63-4883-9133-55504503953d_data_etl.json,,,,0.0,False,,False,True
56b3df85-e4f4-40ab-a975-2a9e6810866e,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Review API - Challenge and Resource API Integration,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:22.275753,2026-02-24T13:02:22.281002,0.005249,False,,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/56b3df85-e4f4-40ab-a975-2a9e6810866e_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/56b3df85-e4f4-40ab-a975-2a9e6810866e_data_etl.json,,,,0.0,False,,False,True
array_sum_stress,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,Array Sum (stress),algo_coding,algo_coding,success,success,1.0,True,1.0,contract_first,contract_first,0.0,2026-02-24T13:02:22.480889,2026-02-24T13:02:22.489248,0.008359,True,provided,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/extracted_tests/array_sum_stress.json,Executable tests or examples available,"metadata_tests,examples_present",algo_coding,algo_coding,unit_tests,unit_tests,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/unit_tests/array_sum_stress.json,,,,,,,,2.0,False,,True,False
faa95748-8dbe-4d5b-87e1-b96d8073e31c,challenge_data_challengeData_2023-01-01_2023-01-31_page1.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/challengeData_2023-01-01_2023-01-31/page1.json,Topcoder Community App - 2 Round Challenge sporadically showing as 1 round,api_backend,api_backend,failed_patch,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T13:02:22.685841,2026-02-24T13:02:22.690563,0.004722,False,,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/faa95748-8dbe-4d5b-87e1-b96d8073e31c_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/patches/faa95748-8dbe-4d5b-87e1-b96d8073e31c.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/repo_logs/faa95748-8dbe-4d5b-87e1-b96d8073e31c.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/faa95748-8dbe-4d5b-87e1-b96d8073e31c_repo_patch.json,,,,0.0,False,,False,False
155973f9-8d1b-41d2-b55f-7e7950552118,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Developer Opportunity for FICO Falcon Engineer,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:22.886898,2026-02-24T13:02:22.890881,0.003983,False,,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/155973f9-8d1b-41d2-b55f-7e7950552118_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/155973f9-8d1b-41d2-b55f-7e7950552118_data_etl.json,,,,0.0,False,,False,True
30377081,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,[GIG] Azure Integration Developer,api_backend,api_backend,failed_patch,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T13:02:23.090863,2026-02-24T13:02:23.096105,0.005242,False,,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/30377081_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/patches/30377081.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/repo_logs/30377081.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/30377081_repo_patch.json,,,,0.0,False,,False,False
b0e66fb3-6bce-48c8-929f-9d8bebc76885,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Topcoder Community App - Remove perpetual scrolling on Activity Feed page while logged out,api_backend,api_backend,failed_patch,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T13:02:23.295641,2026-02-24T13:02:23.301601,0.00596,False,,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/b0e66fb3-6bce-48c8-929f-9d8bebc76885_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/patches/b0e66fb3-6bce-48c8-929f-9d8bebc76885.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/repo_logs/b0e66fb3-6bce-48c8-929f-9d8bebc76885.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/b0e66fb3-6bce-48c8-929f-9d8bebc76885_repo_patch.json,,,,0.0,False,,False,False
30377290,challenge_data_demoData.json,/Users/karanallagh/Desktop/DataCollector/challenge_data/demoData.json,"Native Language Specialists – Japanese, Korean, and French (3-Month GIG Contract)",api_backend,api_backend,failed_patch,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T13:02:23.500709,2026-02-24T13:02:23.507818,0.007109,False,,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/30377290_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/patches/30377290.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/repo_logs/30377290.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/30377290_repo_patch.json,,,,0.0,False,,False,False
3f1b97ff-4c7e-48e9-a878-e179c630e018,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,"Topcoder Community App - Universal Nav: Different ""type"" for /thrive path",api_backend,api_backend,failed_patch,failed_rubric,0.0,False,0.0,,,0.0,2026-02-24T13:02:23.701428,2026-02-24T13:02:23.707749,0.006321,False,,,Describes backend/API endpoints,api_keywords,repo_patch,repo_patch,rubric_repo_patch,repo_patch,69.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/3f1b97ff-4c7e-48e9-a878-e179c630e018_patch.md,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/patches/3f1b97ff-4c7e-48e9-a878-e179c630e018.diff,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/repo_logs/3f1b97ff-4c7e-48e9-a878-e179c630e018.json,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/3f1b97ff-4c7e-48e9-a878-e179c630e018_repo_patch.json,,,,0.0,False,,False,False
c8bb4b8f-d9c5-48d8-b37e-e165cf4cd5f6,data_raw_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/raw/tasks.csv,Test challenge,non_actionable,architecture_doc,completed_architecture_doc,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:23.906466,2026-02-24T13:02:23.911187,0.004721,False,,,Insufficient details to act on,missing_statement,architecture_doc,architecture_doc,rubric_architecture_doc,architecture_doc,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/c8bb4b8f-d9c5-48d8-b37e-e165cf4cd5f6.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/c8bb4b8f-d9c5-48d8-b37e-e165cf4cd5f6_architecture_doc.json,,,,0.0,False,,False,True
7daca42b-c37f-477b-96db-153000825d83,data_processed_tasks.csv,/Users/karanallagh/Desktop/DataCollector/data/processed/tasks.csv,Topcoder O/R F2F - Topgear Scorecard Issue,data_etl,data_etl,completed_data_etl,success,0.0,False,0.0,,,0.0,2026-02-24T13:02:24.108074,2026-02-24T13:02:24.111060,0.002986,False,,,Mentions ETL/pipeline terminology,data_etl_keywords,data_etl,data_etl,rubric_data_etl,data_etl,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/deliverables/7daca42b-c37f-477b-96db-153000825d83_etl.md,,,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/rubric/7daca42b-c37f-477b-96db-153000825d83_data_etl.json,,,,0.0,False,,False,True
array_prefix,experiments_decomposition_benchmark_tasks.json,/Users/karanallagh/Desktop/DataCollector/experiments/decomposition/benchmark_tasks.json,Prefix Sum,algo_coding,algo_coding,success,success,1.0,True,1.0,contract_first,contract_first,0.0,2026-02-24T13:02:24.313122,2026-02-24T13:02:24.317519,0.004397,True,provided,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/extracted_tests/array_prefix.json,Executable tests or examples available,"metadata_tests,examples_present",algo_coding,algo_coding,unit_tests,unit_tests,100.0,False,False,0.0,False,3,3,/Users/karanallagh/Desktop/DataCollector/artifacts/self_verifying/universal_demo_v3,/Users/karanallagh/Desktop/DataCollector/reports/experiments/universal_demo_v3/unit_tests/array_prefix.json,,,,,,,,2.0,False,,True,False
