worker_id,task_id,registered,submitted,scored,score,rank,timestamp
legacy_worker_000026,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,91.0,10,2023-01-05 23:50:49+00:00
legacy_worker_000027,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,90.0,11,2023-01-06 00:50:49+00:00
legacy_worker_000028,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,89.0,12,2023-01-06 01:50:49+00:00
legacy_worker_000029,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,88.0,13,2023-01-06 02:50:49+00:00
legacy_worker_000030,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,87.0,14,2023-01-06 03:50:49+00:00
legacy_worker_000031,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,86.0,15,2023-01-06 04:50:49+00:00
legacy_worker_000032,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,85.0,16,2023-01-06 05:50:49+00:00
legacy_worker_000033,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,84.0,17,2023-01-06 06:50:49+00:00
legacy_worker_000034,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,83.0,18,2023-01-06 07:50:49+00:00
legacy_worker_000035,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,82.0,19,2023-01-06 08:50:49+00:00
legacy_worker_000036,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,81.0,20,2023-01-06 09:50:49+00:00
legacy_worker_000037,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,80.0,21,2023-01-06 10:50:49+00:00
legacy_worker_000038,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,79.0,22,2023-01-06 11:50:49+00:00
legacy_worker_000039,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,78.0,23,2023-01-06 12:50:49+00:00
legacy_worker_000040,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,77.0,24,2023-01-06 13:50:49+00:00
legacy_worker_000041,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,76.0,25,2023-01-06 14:50:49+00:00
legacy_worker_000042,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,75.0,26,2023-01-06 15:50:49+00:00
legacy_worker_000043,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,74.0,27,2023-01-06 16:50:49+00:00
legacy_worker_000044,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,73.0,28,2023-01-06 17:50:49+00:00
legacy_worker_000045,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,72.0,29,2023-01-06 18:50:49+00:00
legacy_worker_000046,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,71.0,30,2023-01-06 19:50:49+00:00
legacy_worker_000047,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,70.0,31,2023-01-06 20:50:49+00:00
legacy_worker_000048,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,69.0,32,2023-01-06 21:50:49+00:00
legacy_worker_000049,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,68.0,33,2023-01-06 22:50:49+00:00
legacy_worker_000050,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,67.0,34,2023-01-06 23:50:49+00:00
legacy_worker_000051,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,66.0,35,2023-01-07 00:50:49+00:00
legacy_worker_000052,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,1,1,65.0,36,2023-01-07 01:50:49+00:00
legacy_worker_000053,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 02:50:49+00:00
legacy_worker_000054,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 03:50:49+00:00
legacy_worker_000055,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 04:50:49+00:00
legacy_worker_000056,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 05:50:49+00:00
legacy_worker_000057,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 06:50:49+00:00
legacy_worker_000058,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 07:50:49+00:00
legacy_worker_000059,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 08:50:49+00:00
legacy_worker_000060,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 09:50:49+00:00
legacy_worker_000061,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 10:50:49+00:00
legacy_worker_000062,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 11:50:49+00:00
legacy_worker_000063,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 12:50:49+00:00
legacy_worker_000064,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 13:50:49+00:00
legacy_worker_000065,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 14:50:49+00:00
legacy_worker_000066,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 15:50:49+00:00
legacy_worker_000067,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 16:50:49+00:00
legacy_worker_000068,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 17:50:49+00:00
legacy_worker_000069,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 18:50:49+00:00
legacy_worker_000070,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 19:50:49+00:00
legacy_worker_000071,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 20:50:49+00:00
legacy_worker_000072,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 21:50:49+00:00
legacy_worker_000073,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 22:50:49+00:00
legacy_worker_000074,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-07 23:50:49+00:00
legacy_worker_000075,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 00:50:49+00:00
legacy_worker_000076,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 01:50:49+00:00
legacy_worker_000077,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 02:50:49+00:00
legacy_worker_000078,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 03:50:49+00:00
legacy_worker_000079,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 04:50:49+00:00
legacy_worker_000080,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 05:50:49+00:00
legacy_worker_000081,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 06:50:49+00:00
legacy_worker_000082,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 07:50:49+00:00
legacy_worker_000083,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 08:50:49+00:00
legacy_worker_000084,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 09:50:49+00:00
legacy_worker_000085,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 10:50:49+00:00
legacy_worker_000086,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 11:50:49+00:00
legacy_worker_000087,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 12:50:49+00:00
legacy_worker_000088,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 13:50:49+00:00
legacy_worker_000089,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 14:50:49+00:00
legacy_worker_000090,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 15:50:49+00:00
legacy_worker_000091,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 16:50:49+00:00
legacy_worker_000092,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 17:50:49+00:00
legacy_worker_000093,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 18:50:49+00:00
legacy_worker_000094,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 19:50:49+00:00
legacy_worker_000095,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 20:50:49+00:00
legacy_worker_000096,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 21:50:49+00:00
legacy_worker_000097,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 22:50:49+00:00
legacy_worker_000098,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-08 23:50:49+00:00
legacy_worker_000099,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 00:50:49+00:00
legacy_worker_000100,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 01:50:49+00:00
legacy_worker_000101,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 02:50:49+00:00
legacy_worker_000102,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 03:50:49+00:00
legacy_worker_000103,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 04:50:49+00:00
legacy_worker_000104,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 05:50:49+00:00
legacy_worker_000105,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 06:50:49+00:00
legacy_worker_000106,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 07:50:49+00:00
legacy_worker_000107,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 08:50:49+00:00
legacy_worker_000108,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 09:50:49+00:00
legacy_worker_000109,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 10:50:49+00:00
legacy_worker_000110,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 11:50:49+00:00
legacy_worker_000111,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 12:50:49+00:00
legacy_worker_000112,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 13:50:49+00:00
legacy_worker_000113,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 14:50:49+00:00
legacy_worker_000114,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 15:50:49+00:00
legacy_worker_000115,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 16:50:49+00:00
legacy_worker_000116,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 17:50:49+00:00
legacy_worker_000117,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 18:50:49+00:00
legacy_worker_000118,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 19:50:49+00:00
legacy_worker_000119,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 20:50:49+00:00
legacy_worker_000120,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 21:50:49+00:00
legacy_worker_000121,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 22:50:49+00:00
legacy_worker_000122,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-09 23:50:49+00:00
legacy_worker_000123,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 00:50:49+00:00
legacy_worker_000124,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 01:50:49+00:00
legacy_worker_000125,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 02:50:49+00:00
legacy_worker_000126,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 03:50:49+00:00
legacy_worker_000127,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 04:50:49+00:00
legacy_worker_000128,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 05:50:49+00:00
legacy_worker_000129,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 06:50:49+00:00
legacy_worker_000130,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 07:50:49+00:00
legacy_worker_000131,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 08:50:49+00:00
legacy_worker_000132,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 09:50:49+00:00
legacy_worker_000133,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 10:50:49+00:00
legacy_worker_000134,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 11:50:49+00:00
legacy_worker_000135,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 12:50:49+00:00
legacy_worker_000136,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 13:50:49+00:00
legacy_worker_000137,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 14:50:49+00:00
legacy_worker_000138,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 15:50:49+00:00
legacy_worker_000139,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 16:50:49+00:00
legacy_worker_000140,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 17:50:49+00:00
legacy_worker_000141,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 18:50:49+00:00
legacy_worker_000142,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 19:50:49+00:00
legacy_worker_000143,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 20:50:49+00:00
legacy_worker_000144,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 21:50:49+00:00
legacy_worker_000145,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 22:50:49+00:00
legacy_worker_000146,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-10 23:50:49+00:00
legacy_worker_000147,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 00:50:49+00:00
legacy_worker_000148,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 01:50:49+00:00
legacy_worker_000149,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 02:50:49+00:00
legacy_worker_000150,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 03:50:49+00:00
legacy_worker_000151,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 04:50:49+00:00
legacy_worker_000152,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 05:50:49+00:00
legacy_worker_000153,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 06:50:49+00:00
legacy_worker_000154,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 07:50:49+00:00
legacy_worker_000155,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 08:50:49+00:00
legacy_worker_000156,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 09:50:49+00:00
legacy_worker_000157,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 10:50:49+00:00
legacy_worker_000158,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 11:50:49+00:00
legacy_worker_000159,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 12:50:49+00:00
legacy_worker_000160,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 13:50:49+00:00
legacy_worker_000161,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 14:50:49+00:00
legacy_worker_000162,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 15:50:49+00:00
legacy_worker_000163,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 16:50:49+00:00
legacy_worker_000164,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 17:50:49+00:00
legacy_worker_000165,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 18:50:49+00:00
legacy_worker_000166,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 19:50:49+00:00
legacy_worker_000167,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 20:50:49+00:00
legacy_worker_000168,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 21:50:49+00:00
legacy_worker_000169,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 22:50:49+00:00
legacy_worker_000170,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-11 23:50:49+00:00
legacy_worker_000171,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 00:50:49+00:00
legacy_worker_000172,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 01:50:49+00:00
legacy_worker_000173,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 02:50:49+00:00
legacy_worker_000174,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 03:50:49+00:00
legacy_worker_000175,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 04:50:49+00:00
legacy_worker_000176,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 05:50:49+00:00
legacy_worker_000177,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 06:50:49+00:00
legacy_worker_000178,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 07:50:49+00:00
legacy_worker_000179,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 08:50:49+00:00
legacy_worker_000180,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 09:50:49+00:00
legacy_worker_000181,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 10:50:49+00:00
legacy_worker_000182,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 11:50:49+00:00
legacy_worker_000183,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 12:50:49+00:00
legacy_worker_000184,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 13:50:49+00:00
legacy_worker_000185,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 14:50:49+00:00
legacy_worker_000186,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 15:50:49+00:00
legacy_worker_000187,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 16:50:49+00:00
legacy_worker_000188,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 17:50:49+00:00
legacy_worker_000189,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 18:50:49+00:00
legacy_worker_000190,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 19:50:49+00:00
legacy_worker_000191,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 20:50:49+00:00
legacy_worker_000192,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 21:50:49+00:00
legacy_worker_000193,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 22:50:49+00:00
legacy_worker_000194,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-12 23:50:49+00:00
legacy_worker_000195,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 00:50:49+00:00
legacy_worker_000196,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 01:50:49+00:00
legacy_worker_000197,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 02:50:49+00:00
legacy_worker_000198,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 03:50:49+00:00
legacy_worker_000199,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 04:50:49+00:00
legacy_worker_000200,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 05:50:49+00:00
legacy_worker_000201,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 06:50:49+00:00
legacy_worker_000202,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 07:50:49+00:00
legacy_worker_000203,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 08:50:49+00:00
legacy_worker_000204,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 09:50:49+00:00
legacy_worker_000205,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 10:50:49+00:00
legacy_worker_000206,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 11:50:49+00:00
legacy_worker_000207,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 12:50:49+00:00
legacy_worker_000208,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 13:50:49+00:00
legacy_worker_000209,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 14:50:49+00:00
legacy_worker_000210,a47ab6c2-23fa-47d3-862d-f4c725245bea,1,0,0,0.0,0,2023-01-13 15:50:49+00:00
